osm_id,osm_type,health_facility_type,access,toilets_disposal,staff_count_doctors,operator,toilets_handwashing,status,name,health_facility_level,opening_hours,operator_type,medical_system_western,staff_count_nurses,health_facility_bed,amenity,longitude,latitude,geom_type
593971607,ways_poly,,,,,,,,Riverside South Dental & Medical Centre,,,,,,,dentist,-75.6963125999506,45.2702788539826,POLYGON
566753802,ways_poly,,,,,,,,Lotus Dental Clinic,,,,,,,dentist,-75.890730595122,45.2961881756345,POLYGON
690434651,ways_poly,,,,,,,,Shoppers Drug Mart,,,,,,,pharmacy,-74.6303968986109,45.302018052139,POLYGON
537538736,ways_poly,,,,,,,,I.D.A.,,"Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-17:00; Dec 25 off",,,,,pharmacy,-75.9319415106205,45.2683368360329,POLYGON
591917940,ways_poly,,,,,,,,Shoppers Drug Mart,,,,,,,pharmacy,-75.9299260777732,45.2652304735475,POLYGON
690429758,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-74.6267411104426,45.2999177471032,POLYGON
664536855,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.8571553249062,45.2917509758112,POLYGON
233809748,ways_poly,,,,,,,,Avenue Dental,,,,,,,dentist,-75.9418506133097,45.2681544559977,POLYGON
538372408,ways_poly,,,,,,,,Trillium Medical Clinic,,,,,,,clinic,-74.6086696793505,45.5986749953274,POLYGON
578678054,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-75.60814,45.41832225,POLYGON
528156934,ways_poly,,,,,,,,Orleans Family Dentistry,,,,,,,dentist,-75.5180735,45.4743838,POLYGON
601870505,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-74.7353859316916,45.0298840328486,POLYGON
447780102,ways_poly,,,,,,,,Trailsedge Family Dental,,,,,,,dentist,-75.5147274790307,45.4304757522289,POLYGON
503661841,ways_poly,,,,,,,,"Dr. Nick Karaiskos, Orthodontist",,,,,,,dentist,-75.6865051316375,45.2829421481557,POLYGON
1002490111,ways_poly,,,,,,,,I.D.A.,,,,,,,pharmacy,-75.6735294813022,45.2875890177288,POLYGON
503661838,ways_poly,,,,,,,,Dr. Stephen Whittaker,,,,,,,doctors,-75.6863617849703,45.2831078016382,POLYGON
481456198,ways_poly,,,,,,,,Rexall,,09:00-22:00,,,,,pharmacy,-75.756626564557,45.284902492927,POLYGON
576409168,ways_poly,,,,,,,,Merivale Dental Centre,,,,,,,dentist,-75.7346701006655,45.3619410779052,POLYGON
578287130,ways_poly,,,,,,,,Viewmount Dental Centre,,,,,,,dentist,-75.7148731519592,45.3489036420758,POLYGON
479399889,ways_poly,,,,,,,,Active Care Physio Ottawa,,,,,,,clinic,-75.7421615687927,45.2930743665826,POLYGON
478374539,ways_poly,,,,,,,,I.D.A.,,,,,,,pharmacy,-75.7474893,45.2751718,POLYGON
478956207,ways_poly,,,,,,,,PhysioVive,,,,,,,clinic,-75.7289684342282,45.29229360001,POLYGON
583053806,ways_poly,,,,,,,,Greenboro Physiotherapy&Massage,,,,,,,clinic,-75.6466718278455,45.3640289751256,POLYGON
598435537,ways_poly,,,,,,,,,,,,,,,doctors,-74.716895741131,45.0237083391168,POLYGON
610253343,ways_poly,,,,,,,,Highbury Park Dental,,,,,,,dentist,-75.749481113143,45.2767092464363,POLYGON
478521079,ways_poly,,,,,,,,Southpointe Dental,,,,,,,dentist,-75.7209665870703,45.2742524667606,POLYGON
478750903,ways_poly,,,,,,,,Queensbury Dental,,"Mo-Tu,Th 09:00-19:00; We 09:00-18:00; Fr 09:00-17:00; Sa 08:00-14:00",,,,,dentist,-75.7239648983423,45.2846595294777,POLYGON
473224058,ways_poly,,,,,,,,Smile Care Dental Centre,,,,,,,dentist,-75.7303605472797,45.3461890201358,POLYGON
474837184,ways_poly,,,,,,,,ProMotion Orthotics,,,,,,,clinic,-75.7540696676954,45.368764885076,POLYGON
422900006,ways_poly,,,,,,,,Capital Orthodontics,,"Tu 07:30-17:00; We 12:00-18:30; Th 13:00-16:30; Fr 07:30-16:00",,,,,dentist,-75.7435336403836,45.2700270829039,POLYGON
573225433,ways_poly,,,,,,,,Shoppers Drug Mart,,,,,,,pharmacy,-75.7311134107006,45.3447409030466,POLYGON
599071839,ways_poly,,,,,,,,Marina Pharmacy,,"Su closed; Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 10:00-16:00",,,,,pharmacy,-75.7346065923483,45.3513488898666,POLYGON
604084507,ways_poly,,,,,,,,Aspire Pharmacy,,,,,,,pharmacy,-75.6687054,45.3426783,POLYGON
270214297,ways_poly,,,,,,,,Skyline Dental Associates,,,,,,,dentist,-75.7337902922261,45.3635359279798,POLYGON
561138180,ways_poly,,,,,,,,Riverside Family Dentistry,,"Mo,Tu 10:00-18:00; We,Th 08:00-16:00; Fr 08:00-13:00",,,,,dentist,-75.6904101,45.343618,POLYGON
663543728,ways_poly,,,,,,,,Rideau Family Health Team,,,,,,,clinic,-75.6925166607519,45.3457007477102,POLYGON
663543725,ways_poly,,,,,,,,Remedy'sRx,,,,,,,pharmacy,-75.6920973116044,45.3448757627862,POLYGON
166691883,ways_poly,,,,,,,,Yazdani Family Dentistry,,,,,,,dentist,-75.9105895376635,45.3100764352272,POLYGON
577634742,ways_poly,,,,,,,,Palladium Orthodontics,,,,,,,dentist,-75.9441761519233,45.2995688690798,POLYGON
478978384,ways_poly,,,,,,,,Advanced Physiotherapy,,"Mo-Th 08:00-20:00; Fr 08:00-16:00",,,,,clinic,-75.7578377876052,45.2870467130832,POLYGON
635853256,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-74.9884797954856,44.9970213312758,POLYGON
591633984,ways_poly,,,,,St. Lawrence Health System,,,Massena Memorial Hospital,,24/7,private_non_profit,,,,hospital,-74.9088307665451,44.9360892969305,POLYGON
614057186,ways_poly,,,,,,,,Gentle Beginnings Midwifery,,,,,,,clinic,-75.3514190109557,45.0941029182542,POLYGON
614071627,ways_poly,,,,,,,,Seniors Support Centre,,,,,,,clinic,-75.3506660414911,45.0933835508606,POLYGON
630832803,ways_poly,,,,,,,,Limoges Acupuncture Clinic,,,,,,,clinic,-75.18091095,45.33560595,POLYGON
593903170,ways_poly,,,,,,,,Ogilvie Dental,,,,,,,dentist,-75.59572315,45.44591585,POLYGON
483045373,ways_poly,,,,,,,,Blackburn Dental Care,,,,,,,dentist,-75.5690296872365,45.4294255542068,POLYGON
587602377,ways_poly,,,,,,,,Swift Clinics,,,,,,,clinic,-75.5649935,45.43104775,POLYGON
193249290,ways_poly,,,,,,,,Conroy Medical Centre,,,,,,,doctors,-75.6206902615231,45.3696361090525,POLYGON
485194401,ways_poly,,,,,,,,Care Medics,,,,,,,doctors,-75.6248755201164,45.3993793056653,POLYGON
700607871,ways_poly,,,,,,,,Finch Medical Centre,,,,,,,doctors,-75.0873651210816,45.1437462475528,POLYGON
342382730,ways_poly,,,,,,,,Diabetes Clinic,,,,,,,clinic,-75.1489430176582,45.2159069289358,POLYGON
1000909528,ways_poly,,,,,,,,I.D.A.,,"Mo-Fr 09:00-19:00; Sa 10:00-16:00",,,,,pharmacy,-75.3596352573377,45.258531666699,POLYGON
762479343,ways_poly,,,,,,,,Sunset Dental,,,,,,,dentist,-75.5552129875079,45.2645615333333,POLYGON
762479344,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-75.5551445122085,45.2644815667335,POLYGON
469951580,ways_poly,,,,,,,,Metcalfe Pharmacy,,,,,,,pharmacy,-75.4736573212246,45.2352654501837,POLYGON
614051973,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.3545086827705,45.0924726580149,POLYGON
517010886,ways_poly,,,,,,,,Centre Dentaire Hawkesbury Dental Centre,,,,,,,dentist,-74.6003601976549,45.593687058317,POLYGON
623581020,ways_poly,,,,,,,,I.D.A.,,"Mo-Fr 09:30-18:30; Sa 10:00-16:00",,,,,pharmacy,-75.2846573065867,45.2715440263342,POLYGON
700609448,ways_poly,,,,,,,,St. Lawrence Medical Clinic,,,,,,,doctors,-74.9878434575735,44.9964409343195,POLYGON
672562807,ways_poly,,,,,,,,Familiprix,,,,,,,pharmacy,-75.6109966112367,45.5051129829047,POLYGON
709287222,ways_poly,,,,,,,,Centre Dentaire De La Vérendrye,,,,,,,dentist,-75.6415927092108,45.5020080072387,POLYGON
54382017,ways_poly,,,,,,,,Dr. John Carville,,,,,,,dentist,-74.9787249950858,44.6689347023054,POLYGON
510535384,ways_poly,,,,,,,,McAllister Dentistry,,,,,,,dentist,-75.6034348322328,45.4371422634736,POLYGON
465395775,ways_poly,,,,,,,,Orthophonie Réadaptation Outaouais,,,,,,,clinic,-75.412700213077,45.5811210881853,POLYGON
714957758,ways_poly,,,,,,,,Hôpital de Papineau,,,,,,,hospital,-75.4119502050039,45.5886181342154,POLYGON
471203991,ways_poly,,,,,,,,Yates Naturopathic Clinic,,,,,,,clinic,-75.9422880409648,45.2704008373533,POLYGON
465035660,ways_poly,,,,,,,,Uniprix,,,,,,,pharmacy,-75.4135811040749,45.5835450669453,POLYGON
465395776,ways_poly,,,,,,,,Clinique de Denturologie P.M. Lavallée,,,,,,,dentist,-75.4121125677843,45.5809981458189,POLYGON
465395792,ways_poly,,,,,,,,Studio Les Mains d'Anges,,,,,,,clinic,-75.4126727587206,45.5803689453471,POLYGON
465395753,ways_poly,,,,,,,,Centre Chiropractique,,,,,,,clinic,-75.4129811283397,45.5826201452919,POLYGON
587955604,ways_poly,,,,,,,,Baseline Pharmacy,,,,,,,pharmacy,-75.78748525,45.3416529,POLYGON
567230328,ways_poly,,,,,,,,Kanata Lakes Dental Centre,,,,,,,dentist,-75.919521501216,45.3111349838818,POLYGON
68609313,ways_poly,,,,,,,,Active Care Medical Centre,,,,,,,doctors,-75.9011577109839,45.322587121528,POLYGON
606521917,ways_poly,,,,,,,,Kanata North Dental,,,,,,,dentist,-75.9243946432209,45.350224526844,POLYGON
478555834,ways_poly,,,,,,,,Guardian,,"Mo-Fr 09:00-20:00; Sa 10:00-16:00; Su 10:00-14:00",,,,,pharmacy,-75.7681699192459,45.260493319378,POLYGON
218748899,ways_poly,,,,,,,,Rideau Valley Health Centre,,,,,,,clinic,-75.747319126488,45.2748881251361,POLYGON
603914588,ways_poly,,,,,,,,Click Pharmacy,,,,,,,pharmacy,-75.8849166287763,45.2996875519274,POLYGON
509296621,ways_poly,,,,,,,,Nepean Family Health Organization,,,,,,,clinic,-75.7566217610058,45.2850816568105,POLYGON
471811678,ways_poly,,,,,,,,Dr. Jessica Tan - Orthodontist,,,,,,,dentist,-75.9216220672402,45.2775879541115,POLYGON
471811675,ways_poly,,,,,,,,Dr. Do Dental,,,,,,,dentist,-75.921204,45.277722,POLYGON
292836726,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-75.6602470032077,45.4362860340453,POLYGON
364192530,ways_poly,,,,,,,,Centre professionnel Lacoste & Landry,,,,,,,dentist,-75.6896423305038,45.4812955962568,POLYGON
473162310,ways_poly,,,,,,,,Ottawa Environmental Health Clinic,,,,,,,doctors,-75.8305683394858,45.3509295112241,POLYGON
562117351,ways_poly,,,,,,,,Britannia Village Dental,,,,,,,dentist,-75.790999591267,45.363157780901,POLYGON
479507202,ways_poly,,,,,,,,Acupuncture Clinic,,,,,,,clinic,-75.7008051818904,45.4060512243498,POLYGON
460109073,ways_poly,,,,,,,,Gilmour Dental Centre,,,,,,,dentist,-75.6966121066761,45.4137600083098,POLYGON
68657451,ways_poly,,,,,,,,Anthomy Physiotherapy Clinic,,"Mo-Th 07:00-19:30; Fr 07:30-16:00",,,,,clinic,-75.7486753155556,45.3948641604621,POLYGON
155986812,ways_poly,,,,,,,,Le Cabinet Dental Care,,,,,,,dentist,-75.7485230966669,45.3947618143014,POLYGON
240807379,ways_poly,,,,,,,,Dr. Corazon Cosico-De-Jesus,,,,,,,doctors,-75.7455783392125,45.3955209812057,POLYGON
576881309,ways_poly,,,,,,,,Kontour Dental Care,,,,,,,dentist,-75.9233581932093,45.3054133186036,POLYGON
201467083,ways_poly,,,,,Royal Ottawa Health Care Group,,,The Royal Ottawa Mental Health Centre,,,,,,,hospital,-75.7308063300061,45.3890798490956,POLYGON
690239261,ways_poly,,,,,,,,Perth Street Dental,,,,,,,dentist,-75.8297834,45.20189685,POLYGON
314343988,ways_poly,,,,,,,,Carlington Community Health Centre,,,,,,,doctors,-75.7334256148635,45.3833154377087,POLYGON
570367964,ways_poly,,,,,,,,T&J Nguyen Dental Centre,,,,,,,dentist,-75.8187373279576,45.3291028979886,POLYGON
710693627,ways_poly,,,,,,,,Dr. Jean-Serge Lalonde,,,,,,,doctors,-75.677204,45.49294545,POLYGON
364377775,ways_poly,,,,,,,,Hôpital de jour gériatrique,,,,,,,doctors,-75.6771119200762,45.4933131814128,POLYGON
111609279,ways_poly,,,,,,,,Guardian,,,,,,,pharmacy,-75.6778544531555,45.4388175456059,POLYGON
714476744,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-75.4347908347679,45.5547767862736,POLYGON
472222713,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.5584364631931,45.2638465685474,POLYGON
762479345,ways_poly,,,,,,,,Greely Family Medicine Centre,,,,,,,clinic,-75.5550776366866,45.2644035335346,POLYGON
560871086,ways_poly,,,,,,,,Care Medics,,,,,,,doctors,-75.68223415,45.22305175,POLYGON
593943466,ways_poly,,,,,,,,Dental Centre,,,,,,,dentist,-75.6715907994094,45.2870121770373,POLYGON
470053608,ways_poly,,,,,,,,Manotick Dental Centre,,,,,,,dentist,-75.6762965839962,45.2333779929523,POLYGON
641594853,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-75.6772356449434,45.233891396963,POLYGON
641425377,ways_poly,,,,,,,,"Dr. Nick Karaiskos, Orthodontist",,,,,,,dentist,-75.6856885355274,45.2259223256002,POLYGON
560871132,ways_poly,,,,,,,,Dr. Robert Segal Family Dentistry,,"Tu,Fr,Sa 09:00-17:00; We 09:00-19:00",,,,,dentist,-75.68457905,45.2233666,POLYGON
320128435,ways_poly,,,,,,,,Rockland Medical Centre,,,,,,,clinic,-75.3012044857193,45.5445782285738,POLYGON
255988614,ways_poly,,,,,,,,Fernbank Dental Centre,,,,,,,dentist,-75.87095275,45.2735815,POLYGON
641594844,ways_poly,,,,,,,,Dentistry@Manotick,,,,,,,dentist,-75.6775915391276,45.2340357555118,POLYGON
702835887,ways_poly,,,,,,,,Rockland Optometry,,,,,,,doctors,-75.2918265701985,45.5488451702455,POLYGON
367700137,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-75.294544424677,45.5467194089586,POLYGON
591675214,ways_poly,,,,,,,,Shoppers Drug Mart,,,,,,,pharmacy,-75.8798099916498,45.3017662899405,POLYGON
233174487,ways_poly,,,,,Royal Ottawa Health Care Group,,,Brockville Mental Health Centre,,,,,,,hospital,-75.666738271928,44.6052705336543,POLYGON
709271113,ways_poly,,,,,,,,Towngate Pharmacy,,,,,,,pharmacy,-75.6469717558103,45.352796652415,POLYGON
578263656,ways_poly,,,,,,,,Shoppers Drug Mart,,Mo-Su 08:00-22:00,,,,,pharmacy,-75.5368884116083,45.4799455405123,POLYGON
528170411,ways_poly,,,,,,,,Place Dental,,,,,,,dentist,-75.5179755127887,45.4779367399177,POLYGON
484718700,ways_poly,,,,,,,,Orleans Denture Clinic,,,,,,,dentist,-75.5183517869819,45.4740727183806,POLYGON
584807283,ways_poly,,,,,,,,Queenswood Dental,,,,,,,dentist,-75.5217030240392,45.4765457207653,POLYGON
689534217,ways_poly,,,,,,,,St. Lawrence District Medical Centre,,,,,,,doctors,-76.0185916242754,44.4013964895272,POLYGON
616352393,ways_poly,,,,,,,,Family Chiropractic Centre,,,,,,,clinic,-75.65440245,45.02008145,POLYGON
616352392,ways_poly,,,,,,,,Kemptville Medical Centre,,,,,,,doctors,-75.65455435,45.0199966,POLYGON
264671535,ways_poly,,,,,,,,Westboro Psychology,,,,,,,clinic,-75.7556562218308,45.3906058442409,POLYGON
558621324,ways_poly,,,,,,,,Kemptville Smiles Dentistry,,,,,,,dentist,-75.6302574938967,45.0297998452991,POLYGON
558621260,ways_poly,,,,,,,,Capital Orthodontics,,,,,,,dentist,-75.6317024834217,45.0293619511,POLYGON
616825321,ways_poly,,,,,,,,Ebb&Flow Massage Therapy,,,,,,,clinic,-75.6515355902346,45.0178250147209,POLYGON
251616093,ways_poly,,,,,,,,Claxton-Hepburn Medical Center,,24/7,,,,,hospital,-75.4991828280993,44.6914147561939,POLYGON
485194398,ways_poly,,,,,,,,Ottawa Gastrointestinal Institute,,,,,,,doctors,-75.625040562865,45.400154526541,POLYGON
478766620,ways_poly,,,,,,,,Shoppers Drug Mart,,08:00-22:00,,,,,pharmacy,-75.5941401446224,45.3199110869391,POLYGON
620180741,ways_poly,,,,,,,,South Ottawa Medical Centre,,,,,,,doctors,-75.6266717984743,45.3465021676994,POLYGON
620180742,ways_poly,,,,,,,,Remedy'sRx,,,,,,,pharmacy,-75.6267910940757,45.3464382279524,POLYGON
578263655,ways_poly,,,,,,,,Medical Centre,,,,,,,clinic,-75.5367026381717,45.4800249813363,POLYGON
608433320,ways_poly,,,,,,,,Herongate Dental Clinic,,,,,,,dentist,-75.6447840728617,45.378291363393,POLYGON
503661840,ways_poly,,,,,,,,Pharmasave,,"Mo-Fr 09:00-19:00; Sa 10:00-16:00",,,,,pharmacy,-75.6864106150297,45.2830507983618,POLYGON
620180738,ways_poly,,,,,,,,7Dental,,,,,,,dentist,-75.6261688494902,45.3463607374343,POLYGON
583075395,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.6436189,45.354296,POLYGON
583075393,ways_poly,,,,,,,,Smiles on Bank Dentist,,,,,,,dentist,-75.643690064381,45.3542760511211,POLYGON
652004792,ways_poly,,,,,,,,Upper Hunt Club Dental Centre,,,,,,,dentist,-75.6379464388224,45.3569407901082,POLYGON
483090141,ways_poly,,,,,,,,Hunt Club Dental Centre,,,,,,,dentist,-75.6514241700138,45.3519482798665,POLYGON
604059114,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.6490760875154,45.3533160327002,POLYGON
543613106,ways_poly,,,,,,,,Rockland Dental Centre,,,,,,,dentist,-75.3023053,45.5446616,POLYGON
484351600,ways_poly,,,,,,,,Jeanne D'Arc Dental Centre,,,,,,,dentist,-75.542213646927,45.4654468569396,POLYGON
584815457,ways_poly,,,,,,,,iCare Medical Clinic,,,,,,,doctors,-75.5425242265814,45.4652976313661,POLYGON
583053809,ways_poly,,,,,,,,Greenboro Pharmacy,,,,,,,pharmacy,-75.6465959348876,45.3639373982314,POLYGON
604061483,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-75.6457935138069,45.348346281216,POLYGON
68607667,ways_poly,,,,,,,,Rexall,,,,,,,pharmacy,-75.5254644281477,45.4613484774374,POLYGON
484645974,ways_poly,,,,,,,,Fairlawn Dental,,,,,,,dentist,-75.7709297900565,45.3696672140685,POLYGON
187061632,ways_poly,,,,,Francis Chatain & Benoit Gagnon,,,Jean Coutu,,Mo-Su 09:00-21:00,,,,,pharmacy,-75.6880943778932,45.4891307559263,POLYGON
217560315,ways_poly,,,,,,,,Centre de cancérologie,,,,,,,clinic,-75.6908672074166,45.4942848378927,POLYGON
651630083,ways_poly,,,,,,,,Rideau Dental Centre,,,,,,,dentist,-75.6928662237708,45.4252090496079,POLYGON
305636705,ways_poly,,,,,,,,Oaktree Ottawa,,,,,,,clinic,-75.6943643622308,45.4182452887057,POLYGON
171701683,ways_poly,,,,,,,,Advanced Wellness Centre,,,,,,,clinic,-75.6934874901873,45.417950057376,POLYGON
257615992,ways_poly,,,,,,,,Hébert & Associates,,,,,,,clinic,-75.6904187635966,45.4171836790847,POLYGON
605371383,ways_poly,,,,,,,,Rexall,,,,,,,pharmacy,-75.6770061112683,45.3856277169055,POLYGON
483246778,ways_poly,,,,,,,,Alta Vista Dental Clinic,,,,,,,dentist,-75.6676874489003,45.3804356664898,POLYGON
576873983,ways_poly,,,,,,,,PharmaChoice,,,,,,,pharmacy,-75.6703336262595,45.3805596705329,POLYGON
578296238,ways_poly,,,,,,,,Fisher Dental,,,,,,,dentist,-75.7049471,45.3537453,POLYGON
578296244,ways_poly,,,,,,,,Energy Weight Loss Centre,,,,,,,doctors,-75.7048844,45.3537706,POLYGON
484638741,ways_poly,,,,,,,,Coliseum Dental Centre,,,,,,,dentist,-75.8061836,45.35429965,POLYGON
68588367,ways_poly,,,,,,,,CLSC de Gatineau - Saint-Rédempteur,,,,,,,clinic,-75.7219639760935,45.4270518496553,POLYGON
270214298,ways_poly,,,,,,,,UC Baby,,,,,,,doctors,-75.7336312515475,45.363727034061,POLYGON
206190103,ways_poly,,,,,,,,7Dental,,,,,,,dentist,-75.733317151606,45.3705759162207,POLYGON
576412272,ways_poly,,,,,,,,Baseline Family Dental Care,,"Mo-Tu 08:30-16:30; We-Th 08:30-20:00; Fr-Sa 09:00-16:00",,,,,doctors,-75.7370964483649,45.3628940077479,POLYGON
286940495,ways_poly,,,,,,,,U Dental,,,,,,,dentist,-75.7358810925688,45.3559513518619,POLYGON
679914095,ways_poly,,,,,,,,Ottawa Anxiety & Trauma Clinic,,,,,,,clinic,-75.6779387993723,45.3855003099577,POLYGON
460440203,ways_poly,,,,,,,,Confident Smiles,,,,,,,dentist,-75.6942715071016,45.412085656029,POLYGON
481786821,ways_poly,,,,,,,,Holistic Wellness Centre,,,,,,,clinic,-75.695058293611,45.4147769054043,POLYGON
172232251,ways_poly,,,,,Loblaw Companies Limited,,,Shoppers Drug Mart,,Su-Sa 8:00-22:00,,,,,pharmacy,-75.6897440496065,45.4048312308804,POLYGON
481782885,ways_poly,,,,,,,,Integrate Healthcare Collective,,,,,,,clinic,-75.6870589323191,45.4168022192677,POLYGON
634367874,ways_poly,,,,,Bruyère Continuing Care,,,Élisabeth Bruyère Hospital,,,,,,,hospital,-75.6969335798284,45.4322106563384,POLYGON
300546828,ways_poly,,,,,,,,Montreal Rd. Medical Centre,,Mo-Fr 10:30-16:00,,,,,doctors,-75.6530756963626,45.438747234973,POLYGON
338409559,ways_poly,,,,,,,,Riverview Medical Centre,,,,,,,doctors,-75.6901711831997,45.3719657761026,POLYGON
1342129075,ways_poly,,,,,,,,Pharmasave,,,,,,,pharmacy,-75.6901461905161,45.3709703685678,POLYGON
561087170,ways_poly,,,,,,,,,,,,,,,dentist,-75.7024391736812,45.3670542647359,POLYGON
230610467,ways_poly,,,,,Loblaw Companies Limited,,,Shoppers Drug Mart,,Mo-Su 08:00-22:00,,,,,pharmacy,-75.6838874423715,45.3943047029341,POLYGON
671093866,ways_poly,,,,,,,,CERSO,,,,,,,clinic,-75.6611061282501,45.4845521510409,POLYGON
345641569,ways_poly,,,,,,,,Mindfulness at Centrepointe,,,,,,,clinic,-75.7713771732624,45.3387168192683,POLYGON
238876071,ways_poly,,,,,,,,Appletree Medical Clinic,,,,,,,doctors,-75.78761625,45.34159975,POLYGON
485194427,ways_poly,,,,,,,,Elmvale Dental Clinic,,,,,,,dentist,-75.6236011312252,45.3984811042012,POLYGON
605069156,ways_poly,,,,,,,,I.D.A.,,,,,,,pharmacy,-75.62209675,45.395264,POLYGON
192963672,ways_poly,,,,,,,,Revisagé,,,,,,,clinic,-75.6516179816799,45.387711381805,POLYGON
483246590,ways_poly,,,,,,,,Right Direction Medical Centre,,,,,,,doctors,-75.6663064395152,45.3770928747088,POLYGON
483246302,ways_poly,,,,,,,,Dr. John I. Kershman,,,,,,,dentist,-75.6675323640704,45.3795690955304,POLYGON
683614559,ways_poly,,,,,,,,Heron Park Dental,,,,,,,dentist,-75.6709837412994,45.3822989707694,POLYGON
562762394,ways_poly,,,,,,,,Appletree Medical Clinic,,,,,,,clinic,-75.6688062275048,45.3789930214455,POLYGON
483731601,ways_poly,,,,,,,,Smile Dental Centre,,,,,,,dentist,-75.6876931285551,45.4119866253907,POLYGON
482248223,ways_poly,,,,,,,,Balanced Life Osteopathy,,,,,,,clinic,-75.6910838287911,45.4108128513431,POLYGON
589529615,ways_poly,,,,,,,,Dr. Salloum Dental Centre,,,,,,,dentist,-75.7082351250206,45.3741934451483,POLYGON
482238192,ways_poly,,,,,,,,Denture Specialty Clinic,,,,,,,dentist,-75.7001549851717,45.4139754257792,POLYGON
575408923,ways_poly,,,,,,,,Dr. Raouf Alshahwany,,,,,,,dentist,-75.7326905382435,45.3796018011906,POLYGON
479886021,ways_poly,,,,,,,,Somerset West Community Health Centre,,,,,,,clinic,-75.7262257484213,45.4013716511977,POLYGON
484822875,ways_poly,,,,,,,,Ottawa-Carleton Dialysis Clinic,,,,,,,clinic,-75.7178182353252,45.3703261559173,POLYGON
484822874,ways_poly,,,,,,,,Sedation Dentistry,,"Tu 11:00-20:00; We-Fr 09:00-17:00; Sa 09:00-14:00",,,,,dentist,-75.7176664096828,45.3703821036908,POLYGON
549191472,ways_poly,,,,,,,,Hintonburg Dental Hygiene,,,,,,,dentist,-75.719581873362,45.4069343138948,POLYGON
237120173,ways_poly,,,,,,,,Chinese Ditda Healing Centre,,,,,,,clinic,-75.7199486,45.4068308,POLYGON
413956335,ways_poly,,,,,,,,Clinique Dentaire de Hull,,,,,,,dentist,-75.7362669,45.4506568,POLYGON
477884654,ways_poly,,,,,,,,Centre Dentaire Dufresne Nguyen,,,,,,,dentist,-75.7394709110733,45.452619779137,POLYGON
430083234,ways_poly,,,,,,,,Clinique de Denturologie André Philion,,,,,,,dentist,-75.736802339035,45.4434510806841,POLYGON
575408925,ways_poly,,,,,,,,Guardian,,,,,,,pharmacy,-75.7327293741399,45.3796471993801,POLYGON
313342431,ways_poly,,,,,,,,Clinique Dentaire Yves Barette,,,,,,,dentist,-75.7400768,45.44329085,POLYGON
386971729,ways_poly,,,,,,,,Familiprix,,,,,,,pharmacy,-75.7229806557372,45.489700880021,POLYGON
478963167,ways_poly,,,,,The Ottawa Hospital,,,The Ottawa Hospital - Civic Campus,,,,,,,hospital,-75.7216356133597,45.3929858581689,POLYGON
477906987,ways_poly,,,,,,,,Clinique Dentaire Promenades,,,,,,,dentist,-75.6992324498992,45.475215383285,POLYGON
479511142,ways_poly,,,,,,,,Dr. Voros & Associates,,,,,,,dentist,-75.6696713373337,45.3859514583658,POLYGON
68853793,ways_poly,,,,,,,,Jean Coutu,,Mo-Su 09:00-21:00,,,,,pharmacy,-75.7009050797261,45.4625465312665,POLYGON
479739670,ways_poly,,,,,,,,Lima Kilrea Denture Clinic,,,,,,,dentist,-75.6616433403871,45.4370180793807,POLYGON
578272905,ways_poly,,,,,,,,Promed Pharmacy,,,,,,,pharmacy,-75.6642962483895,45.3734297992304,POLYGON
68577560,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-75.5238295139148,45.4721526043556,POLYGON
244593679,ways_poly,,,,,,,,Shoppers Drug Mart,,08:00-22:00,,,,,pharmacy,-75.5164520381169,45.4751250040351,POLYGON
671384733,ways_poly,,,,,,,,Jean Coutu,,Mo-Su 09:00-21:00,,,,,pharmacy,-75.6419085076036,45.4854750495556,POLYGON
671384737,ways_poly,,,,,,,,Clinique Dentaire de Gatineau,,,,,,,dentist,-75.642737480734,45.4853515563957,POLYGON
306792587,ways_poly,,,,,,,,Rexall,,,,,,,pharmacy,-75.933470677655,45.3567727532101,POLYGON
308485674,ways_poly,,,,,,,,Jean Coutu,,,,,,,pharmacy,-75.5986482117635,45.4883371399535,POLYGON
479191271,ways_poly,,,,,,,,South Nepean Family Chiropractic,,,,,,,clinic,-75.7540303278582,45.2698625229798,POLYGON
